time,accel_x,accel_y,accel_z
2019-01-11 15:12:12,-0.25467,0.963,-0.11267
2019-01-11 15:12:12,-0.2645,0.9715,-0.104
2019-01-11 15:12:12,-0.218,0.977667,-0.06633
2019-01-11 15:12:12,-0.104,0.862,0.0535
2019-01-11 15:12:12,-0.003,0.839667,-0.033
2019-01-11 15:12:13,-0.0625,0.846,-0.015
2019-01-11 15:12:13,-0.12567,0.703,-0.126
2019-01-11 15:12:13,-0.2785,0.9925,-0.151
2019-01-11 15:12:13,-0.27633,1.187,-0.03867
2019-01-11 15:12:13,-0.2885,1.395,0.0395
2019-01-11 15:12:14,-0.206,0.83,-0.086
2019-01-11 15:12:14,-0.2595,0.905,-0.1145
2019-01-11 15:12:14,-0.26333,0.951333,-0.13067
2019-01-11 15:12:14,-0.22,0.9665,-0.1325
2019-01-11 15:12:14,-0.164,1.045667,-0.09267
2019-01-11 15:12:15,-0.0005,0.849,-0.0065
2019-01-11 15:12:15,0.041667,0.780333,-0.019
2019-01-11 15:12:15,-0.029,1.1005,0.059
2019-01-11 15:12:15,-0.02,0.942333,0.038667
2019-01-11 15:12:15,-0.007,0.992,0.022
2019-01-11 15:12:16,-0.01233,0.959667,0.001
2019-01-11 15:12:16,-0.0375,0.966,0.0145
2019-01-11 15:12:16,-0.03667,0.928667,0.020667
2019-01-11 15:12:16,-0.061,0.6895,-0.053
2019-01-11 15:12:16,-0.166,0.892667,-0.103
2019-01-11 15:12:17,-0.232,0.9205,-0.0575
2019-01-11 15:12:17,-0.30133,1.391667,0.064667
2019-01-11 15:12:17,-0.254,1.0615,0.067
2019-01-11 15:12:17,-0.21067,0.834333,-0.078
2019-01-11 15:12:17,-0.2615,0.887,-0.099
2019-01-11 15:12:18,-0.26233,0.948667,-0.165
2019-01-11 15:12:18,-0.2455,0.961,-0.122
2019-01-11 15:12:18,-0.227,0.988333,-0.13033
2019-01-11 15:12:18,-0.183,1.018,-0.1295
2019-01-11 15:12:18,-0.089,0.845,-0.004
2019-01-11 15:12:19,0,0.7665,0.02
2019-01-11 15:12:19,-0.039,1.045667,0.067667
2019-01-11 15:12:19,-0.03,0.9755,0.031
2019-01-11 15:12:19,-0.01767,0.973333,-0.006
2019-01-11 15:12:19,-0.004,0.985,-0.053
2019-01-11 15:14:46,-0.005,0.9685,-0.097
2019-01-11 15:14:46,-0.009,0.926,-0.102
2019-01-11 15:14:46,-0.03967,0.824667,-0.17333
2019-01-11 15:14:46,-0.104,0.893,-0.217
2019-01-11 15:14:46,-0.14233,0.920333,-0.231
2019-01-11 15:14:47,-0.129,0.951,-0.2
2019-01-11 15:14:47,-0.15633,1.332333,-0.143
2019-01-11 15:14:47,-0.176,0.9445,-0.131
2019-01-11 15:14:47,-0.19333,0.936,-0.18533
2019-01-11 15:14:47,-0.182,0.9305,-0.173
2019-01-11 15:14:48,-0.14733,0.947667,-0.18233
2019-01-11 15:14:48,-0.083,0.9635,-0.1205
2019-01-11 15:14:48,-0.02167,0.776667,-0.115
2019-01-11 15:14:48,-0.0335,1.0125,-0.1175
2019-01-11 15:14:48,-0.01733,0.966333,-0.12167
2019-01-11 15:14:49,-0.0195,0.799,-0.182
2019-01-11 15:14:49,-0.09067,0.845333,-0.20167
2019-01-11 15:14:49,-0.1475,0.8745,-0.183
2019-01-11 15:14:49,-0.14867,1.027,-0.17267
2019-01-11 15:14:49,-0.204,1.524,-0.1275
2019-01-11 15:14:50,-0.18567,0.920667,-0.14267
2019-01-11 15:14:50,-0.201,0.9055,-0.1745
2019-01-11 15:14:50,-0.18,0.936,-0.204
2019-01-11 15:14:50,-0.155,0.9675,-0.194
2019-01-11 15:14:50,-0.09367,0.91,-0.13833
2019-01-11 15:14:51,-0.014,0.7495,-0.146
2019-01-11 15:14:51,-0.01767,0.978333,-0.154
2019-01-11 15:14:51,-0.022,0.8035,-0.172
2019-01-11 15:14:51,-0.08467,0.837,-0.20767
2019-01-11 15:14:51,-0.135,0.893,-0.208
2019-01-11 15:14:52,-0.11567,1.032,-0.208
2019-01-11 15:14:52,-0.1465,1.52,-0.153
2019-01-11 15:14:52,-0.164,0.910667,-0.15067
2019-01-11 15:14:52,-0.195,0.906,-0.196
2019-01-11 15:14:52,-0.2,0.932,-0.19167
2019-01-11 15:14:53,-0.183,0.9625,-0.2045
2019-01-11 15:14:53,-0.123,0.96,-0.155
2019-01-11 15:14:53,-0.039,0.7835,-0.0795
2019-01-11 15:14:53,-0.01933,0.955,-0.10167
2019-01-11 15:14:53,-0.0065,0.7815,-0.1445
2019-01-11 15:14:54,-0.07433,0.849,-0.20833
2019-01-11 15:14:54,-0.127,0.872,-0.2165
2019-01-11 15:14:54,-0.15567,0.953,-0.20267
2019-01-11 15:14:54,-0.1985,1.477,-0.1805
2019-01-11 15:14:54,-0.18533,1.003667,-0.15367
2019-01-11 15:14:55,-0.2175,0.873,-0.1855
2019-01-11 15:14:55,-0.21167,0.9,-0.207
2019-01-11 15:14:55,-0.2015,0.933,-0.217
2019-01-11 15:14:55,-0.18233,0.947667,-0.218
2019-01-11 15:14:55,-0.1575,0.983,-0.181
2019-01-11 15:14:56,-0.09,0.947,-0.09767
2019-01-11 15:14:56,-0.023,0.9055,-0.0205
2019-01-11 15:14:56,0.013,0.913333,-0.114
2019-01-11 15:14:56,-0.01,0.9625,-0.0855
2019-01-11 15:14:56,-0.016,0.969333,-0.10733
2019-01-11 15:14:57,-0.023,0.9725,-0.0985
2019-01-11 15:14:57,-0.037,0.869,-0.13767
2019-01-11 15:14:57,-0.0875,0.8355,-0.2
2019-01-11 15:14:57,-0.12833,0.870667,-0.24533
2019-01-11 15:14:57,-0.183,0.9035,-0.249
2019-01-11 15:14:58,-0.164,1.168,-0.16933
2019-01-11 15:14:58,-0.1815,1.2965,-0.13
2019-01-11 15:14:58,-0.19867,0.874667,-0.16667
2019-01-11 15:14:58,-0.2295,0.9015,-0.171
2019-01-11 15:14:58,-0.21433,0.909667,-0.169
2019-01-11 15:14:59,-0.2065,0.936,-0.21
2019-01-11 15:14:59,-0.18967,0.956667,-0.19533
2019-01-11 15:14:59,-0.1505,0.961,-0.1645
2019-01-11 15:14:59,-0.09133,0.963667,-0.117
2019-01-11 15:14:59,-0.025,0.843,-0.0835
2019-01-11 15:15:00,0.017667,0.955333,-0.10533
2019-01-11 15:15:00,0.033,0.987,-0.128
