time,gyro_x,gyro_y,gyro_z
2019-01-11 15:10:24,-1.927,0.5852,-2.0246
2019-01-11 15:10:25,4.1462,-2.5608,3.5974
2019-01-11 15:10:25,2.7435,0.5485,-2.8355
2019-01-11 15:12:05,8.378,-1.5246,1.2196
2019-01-11 15:12:05,12.7928,1.8904,-17.7562
2019-01-11 15:12:06,28.366,4.0488,-34.5244
2019-01-11 15:12:06,-2.256,2.7074,-29.9146
2019-01-11 15:12:06,-10.1708,-13.878,19.5368
2019-01-11 15:12:06,-24.1096,-18.7804,23.512
2019-01-11 15:12:06,26.183,10.8414,-22.9146
2019-01-11 15:12:07,3.4146,1.7072,-18.7196
2019-01-11 15:12:07,9.0366,-6.5,4.1708
2019-01-11 15:12:07,0.6342,-1.817,13.3902
2019-01-11 15:12:07,-21.2926,-8.4024,25.6098
2019-01-11 15:12:07,-30.2562,-4.1218,34.8658
2019-01-11 15:12:08,9.2196,-3.0366,-9.0366
2019-01-11 15:12:08,6.6586,1.7194,0.5854
2019-01-11 15:12:08,28.1828,18.7316,-42.5366
2019-01-11 15:12:08,19.4026,-2.0854,-17.4754
2019-01-11 15:12:08,-19.3414,-6.1218,11.2684
2019-01-11 15:12:09,-26.2682,-11.7928,9.4636
2019-01-11 15:12:09,44.744,132312,-10.6828
2019-01-11 15:12:09,10.4634,-7.3904,-4.7564
2019-01-11 15:12:09,-8.8294,3.9878,2.7196
2019-01-11 15:12:09,-3.9878,-6.1708,20.6586
2019-01-11 15:12:10,-33.6218,-10.4876,33.0854
2019-01-11 15:12:10,-11.3782,-6.4024,17.6462
2019-01-11 15:12:10,6.1096,0.0366,-2.0976
2019-01-11 15:12:10,22.1098,12.7804,-25.9514
2019-01-11 15:12:10,25.4998,3.0854,-38.9146
2019-01-11 15:12:11,-9.4756,-11.1706,15.3416
2019-01-11 15:12:11,-37.122,-15,12.1952
2019-01-11 15:12:11,28.5,8.8902,-16.6828
2019-01-11 15:12:11,10.9024,1.8414,-10.0608
2019-01-11 15:12:11,9.1098,-3.988,2.7072
2019-01-11 15:12:12,-2.817,0.8416,0.561
2019-01-11 15:12:12,-5.4878,-6.0974,5.634
2019-01-11 15:12:12,-15.7196,-10.4758,36.9878
2019-01-11 15:12:12,-15.2684,-22312,25.9146
2019-01-11 15:12:12,6.4146,2.4998,-13.6344
2019-01-11 15:12:13,23.2562,8.9148,-19.1708
2019-01-11 15:12:13,29.5856,2.0244,-35.3658
2019-01-11 15:12:13,-14.9756,-12.317,13.6342
2019-01-11 15:12:13,-32.317,-8.7928,16.0244
2019-01-11 15:12:13,25.6462,8.9268,-16.8416
2019-01-11 15:12:14,17.2436,-8.1708,-5.939
2019-01-11 15:12:14,0.378,5.9268,-3.061
2019-01-11 15:12:14,-5.9268,4.6952,5.012
2019-01-11 15:12:14,4.4756,-16.378,23.9756
2019-01-11 15:12:14,-28.183,2.8294,33.3658
2019-01-11 15:12:15,-16.378,-2.7562,29.122
2019-01-11 15:12:15,8.622,-4.146,-11.1708
2019-01-11 15:12:15,-3.951,22314,0.7806
2019-01-11 15:12:15,5.6708,-2.9026,-1.6344
2019-01-11 15:12:15,1.5608,-4.0486,0.256
2019-01-11 15:12:16,-1.4266,-3.1828,-0.5976
2019-01-11 15:12:16,-0.378,-2.3046,-0.256
2019-01-11 15:12:16,8.1586,1.3538,-7.0366
2019-01-11 15:12:16,23.2684,9.6342,-35.4636
2019-01-11 15:12:16,11.7928,-2.3412,-19.0488
2019-01-11 15:12:17,-17.5122,-5.061,19.8902
2019-01-11 15:12:17,-31.1706,-9.9878,-5.1706
2019-01-11 15:12:17,42.9144,-8.1098,-13.11
2019-01-11 15:12:17,15.3536,-3.2316,-6.8292
2019-01-11 15:12:17,9.439,0.6586,8.3048
2019-01-11 15:12:18,-2.8536,5.1708,-2.0242
2019-01-11 15:12:18,-2.9512,3.2802,4.1586
2019-01-11 15:12:18,-9.6464,1.7926,12.1586
2019-01-11 15:12:18,-21.8902,-10.5366,27.2928
2019-01-11 15:12:18,-22.183,-7.1826,29.3052
2019-01-11 15:12:19,5.6586,0.3048,-8.7684
2019-01-11 15:12:19,6.9024,-1.8048,5.5732
2019-01-11 15:12:19,10.4026,-2.9392,2.1096
2019-01-11 15:12:19,6.0366,-3.1706,7.6218
2019-01-11 15:12:19,5.488,-0.40667,0.426667
2019-01-11 15:14:46,2.0732,-2.2074,-0.9756
2019-01-11 15:14:46,10.2804,-1.4632,-11.6586
2019-01-11 15:14:46,22.8902,-9.1952,-18.9024
2019-01-11 15:14:46,152312,-10.2438,-5.0854
2019-01-11 15:14:46,-4.7438,-14.5246,8.3052
2019-01-11 15:14:47,-10.9024,-19.6586,14.3782
2019-01-11 15:14:47,-3.7684,12.8782,-17.8902
2019-01-11 15:14:47,-2.1338,9.2318,-17.7196
2019-01-11 15:14:47,10.3536,3.122,4.0976
2019-01-11 15:14:47,-2.5732,0.3412,9.317
2019-01-11 15:14:48,-16.4998,1.8294,20.7316
2019-01-11 15:14:48,-18.9758,12.8292,23.5486
2019-01-11 15:14:48,11.7682,-15.5002,0.3414
2019-01-11 15:14:48,4.6952,-4.1708,-1.0366
2019-01-11 15:14:48,3.4998,-1.0122,-4.2074
2019-01-11 15:14:49,15.0124,-9.1952,-18.5364
2019-01-11 15:14:49,17.1952,-4.7196,-14.0244
2019-01-11 15:14:49,-1.1342,-12.5974,5.988
2019-01-11 15:14:49,-17.4756,-13.9634,12.2804
2019-01-11 15:14:49,4.195,13.7074,-19.378
2019-01-11 15:14:50,5.1462,8.9024,-9.061
2019-01-11 15:14:50,2.0244,3.2682,0.6096
2019-01-11 15:14:50,1.2806,-9.5852,10.2684
2019-01-11 15:14:50,-13.2438,0.0488,22.8538
2019-01-11 15:14:50,-11.0608,0.11,27.256
2019-01-11 15:14:51,72314,0.2684,-0.8174
2019-01-11 15:14:51,3.4268,-1.3784,-4.5488
2019-01-11 15:14:51,15.6952,-4.7928,-20.3904
2019-01-11 15:14:51,19.2804,-4.4146,-11.0122
2019-01-11 15:14:51,1.3414,-12.0122,9.7072
2019-01-11 15:14:52,-16.1952,-13.927,15.9268
2019-01-11 15:14:52,-6.9634,18.2804,-28.4026
2019-01-11 15:14:52,-0.3394,13.756,-17.6218
2019-01-11 15:14:52,9.549,-0.1342,2.8536
2019-01-11 15:14:52,0.3172,-5.0364,8.0002
2019-01-11 15:14:53,-6.9512,-9.4756,21.2806
2019-01-11 15:14:53,-26.7438,-0.9512,28.9024
2019-01-11 15:14:53,4.2194,-0.634,4.634
2019-01-11 15:14:53,6.1586,-3.0854,-0.7804
2019-01-11 15:14:53,20.805,-6.1218,-21.0486
2019-01-11 15:14:54,18.5732,-4,-15.5244
2019-01-11 15:14:54,8.2196,-11.244,3.1096
2019-01-11 15:14:54,-11.2562,-19.9758,13.3414
2019-01-11 15:14:54,-7.0976,9.5366,-14.3392
2019-01-11 15:14:54,-0.7316,11.2196,-20.0976
2019-01-11 15:14:55,3.9388,7.2682,-2.3394
2019-01-11 15:14:55,1.5608,2,2.7318
2019-01-11 15:14:55,-0.439,2.9512,6.951
2019-01-11 15:14:55,-2.744,-8.7192,14.9756
2019-01-11 15:14:55,-18.4392,1.2562,16.317
2019-01-11 15:14:56,-15.4756,2.2682,24.1342
2019-01-11 15:14:56,-4.8416,11.8656,9.1098
2019-01-11 15:14:56,12.293,-12.622,-3.8294
2019-01-11 15:14:56,4.8294,-3.8414,-1.1096
2019-01-11 15:14:56,2.8414,-4.573,-2.7196
2019-01-11 15:14:57,3.8294,-4.6222,-2.5118
2019-01-11 15:14:57,14.5732,-6.8782,-16.5976
2019-01-11 15:14:57,23.4148,-7.5242,-14.5
2019-01-11 15:14:57,11.951,-11.1218,-7.0244
2019-01-11 15:14:57,-7.9512,-18.8294,20.5366
2019-01-11 15:14:58,-12.2194,-2.244,4.8292
2019-01-11 15:14:58,-18.634,20.878,-33.7804
2019-01-11 15:14:58,3.5976,6.6584,-9.9634
2019-01-11 15:14:58,9.8902,5.3392,7.0732
2019-01-11 15:14:58,2.9392,0.8536,4.0366
2019-01-11 15:14:59,0.7074,-3.2682,8.5122
2019-01-11 15:14:59,-4.378,-5.61,12.7684
2019-01-11 15:14:59,-10.5488,-9.207,17.8414
2019-01-11 15:14:59,-16.5368,8.9758,28.3392
2019-01-11 15:14:59,3.1584,7.0002,4.3416
2019-01-11 15:15:00,8.2926,-4.4024,0.3392
2019-01-11 15:15:00,0.183,-3.7195,-0.8535
